 -5.21841000000E-03   0.00000000000E+00   0.00000000000E+00
  1.80000000000E-05   0.00000000000E+00   0.00000000000E+00
 -1.67570000000E-04  -3.73900000000E-05  -3.73900000000E-05
 -1.67160000000E-04   3.68500000000E-05  -3.68500000000E-05
  1.80000000000E-05   0.00000000000E+00   0.00000000000E+00
 -1.55320000000E-04   0.00000000000E+00   0.00000000000E+00
 -1.67160000000E-04  -3.68500000000E-05   3.68500000000E-05
 -1.67570000000E-04   3.73900000000E-05   3.73900000000E-05
  1.27898000000E-03   9.07020000000E-04   9.07020000000E-04
 -2.02900000000E-05   1.54600000000E-05   1.33800000000E-05
  8.13900000000E-05  -9.67000000000E-06  -9.67000000000E-06
 -2.02900000000E-05  -1.33800000000E-05  -1.54600000000E-05
 -2.02900000000E-05   1.33800000000E-05   1.54600000000E-05
  8.13900000000E-05   9.67000000000E-06   9.67000000000E-06
 -2.02900000000E-05  -1.54600000000E-05  -1.33800000000E-05
  1.27898000000E-03  -9.07020000000E-04  -9.07020000000E-04
  7.55300000000E-05   3.72600000000E-05   7.40900000000E-05
  7.55300000000E-05  -3.72600000000E-05  -7.40900000000E-05
  7.55300000000E-05   7.40900000000E-05   3.72600000000E-05
  1.40100000000E-05  -2.44500000000E-05   3.33000000000E-06
  1.40100000000E-05   3.33000000000E-06  -2.44500000000E-05
  1.40100000000E-05  -3.33000000000E-06   2.44500000000E-05
  7.55300000000E-05  -7.40900000000E-05  -3.72600000000E-05
  1.40100000000E-05   2.44500000000E-05  -3.33000000000E-06
  9.07000000000E-06  -9.80000000000E-06   9.05000000000E-06
 -3.95000000000E-06  -1.31100000000E-05   1.31100000000E-05
  9.07000000000E-06   9.05000000000E-06  -9.80000000000E-06
 -6.61000000000E-06   9.62000000000E-06  -9.62000000000E-06
 -6.61000000000E-06  -9.62000000000E-06   9.62000000000E-06
  9.07000000000E-06  -9.05000000000E-06   9.80000000000E-06
 -3.95000000000E-06   1.31100000000E-05  -1.31100000000E-05
  9.07000000000E-06   9.80000000000E-06  -9.05000000000E-06
  7.10000000000E-06   0.00000000000E+00   0.00000000000E+00
 -8.30000000000E-07   0.00000000000E+00   0.00000000000E+00
 -1.23000000000E-06  -3.26000000000E-06  -3.26000000000E-06
 -1.21000000000E-06   3.20000000000E-06  -3.20000000000E-06
 -8.30000000000E-07   0.00000000000E+00   0.00000000000E+00
  8.48000000000E-06   0.00000000000E+00   0.00000000000E+00
 -1.21000000000E-06  -3.20000000000E-06   3.20000000000E-06
 -1.23000000000E-06   3.26000000000E-06   3.26000000000E-06
 -4.04000000000E-06   1.31600000000E-05   1.31600000000E-05
  8.76000000000E-06   9.47000000000E-06   8.91000000000E-06
 -6.76000000000E-06  -9.84000000000E-06  -9.84000000000E-06
  8.76000000000E-06  -8.91000000000E-06  -9.47000000000E-06
  8.76000000000E-06   8.91000000000E-06   9.47000000000E-06
 -6.76000000000E-06   9.84000000000E-06   9.84000000000E-06
  8.76000000000E-06  -9.47000000000E-06  -8.91000000000E-06
 -4.04000000000E-06  -1.31600000000E-05  -1.31600000000E-05
  7.48900000000E-05   3.69100000000E-05  -7.36200000000E-05
  7.48900000000E-05  -3.69100000000E-05   7.36200000000E-05
  7.48900000000E-05  -7.36200000000E-05   3.69100000000E-05
  1.40100000000E-05   2.43100000000E-05   3.26000000000E-06
  1.40100000000E-05   3.26000000000E-06   2.43100000000E-05
  1.40100000000E-05  -3.26000000000E-06  -2.43100000000E-05
  7.48900000000E-05   7.36200000000E-05  -3.69100000000E-05
  1.40100000000E-05  -2.43100000000E-05  -3.26000000000E-06
 -2.00400000000E-05  -1.55700000000E-05   1.30700000000E-05
  1.26691000000E-03  -8.83030000000E-04   8.83030000000E-04
 -2.00400000000E-05   1.30700000000E-05  -1.55700000000E-05
  8.12500000000E-05   9.43000000000E-06  -9.43000000000E-06
  8.12500000000E-05  -9.43000000000E-06   9.43000000000E-06
 -2.00400000000E-05  -1.30700000000E-05   1.55700000000E-05
  1.26691000000E-03   8.83030000000E-04  -8.83030000000E-04
 -2.00400000000E-05   1.55700000000E-05  -1.30700000000E-05
